WETH_price,gas_price_gwei,num_new_barks,num_sales_taken,incentive_amount,num_unsafe_vaults,auction_debt,avg_time_to_liquidation
3423.99,77.68416570703828,0,0,0.0,0,0.0,
3410.0,79.9537901580277,0,0,0.0,0,0.0,
3422.48,81.84025052917166,0,0,0.0,0,0.0,
3392.76,86.2484122406286,0,0,0.0,0,0.0,
3373.29,86.6671298058045,0,0,0.0,0,0.0,
3356.02,87.25602683675035,0,0,0.0,2,0.0,
3330.0,88.29404221854573,2,0,1041.4412911602003,0,41441.29116020027,1.0
3273.89,98.16566246901618,0,0,0.0,0,41441.29116020027,1.0
3256.96,96.05989773932254,0,0,0.0,0,41441.29116020027,1.0
3237.18,96.7031428089366,0,0,0.0,0,41441.29116020027,1.0
3182.04,107.51452783545857,0,0,0.0,0,41441.29116020027,1.0
3190.37,114.04694481637488,0,0,0.0,0,41441.29116020027,1.0
3193.4,119.0151861322317,0,0,0.0,0,41441.29116020027,1.0
3159.6,120.04348531514978,0,0,0.0,3,41441.29116020027,1.0
3173.73,128.80172443924664,3,0,2028.2920634966324,0,569733.3546568326,1.0
3179.07,116.26734246597238,0,0,0.0,0,569733.3546568326,1.0
3174.53,116.6167372523883,0,0,0.0,0,569733.3546568326,1.0
3107.28,103.16889796080186,0,0,0.0,2,569733.3546568326,1.0
3119.01,114.44419871282876,2,2,1051.1973266901816,0,579489.390186814,1.0
3100.62,118.65677427988962,0,0,0.0,0,579489.390186814,1.0
3149.46,134.11870290778785,0,0,0.0,0,579489.390186814,1.0
3138.46,142.15408772322897,0,0,0.0,0,579489.390186814,1.0
3107.81,137.4746226093525,0,0,0.0,0,579489.390186814,1.0
3096.08,134.83953898114558,0,0,0.0,1,579489.390186814,1.0
3080.59,123.6424782680676,1,0,520.5075497946956,1,599996.9399815096,1.0
3011.83,152.12527973856913,1,0,730.7821334883537,1,830779.0734698633,1.0
2937.49,219.0400772954,1,0,527.9085554230974,2,858687.6288929607,1.0
2949.55,243.77132116777042,1,0,531.5729702879996,0,890260.5991809603,1.0
2915.4,383.6026538535364,0,0,0.0,1,890260.5991809603,1.0
2921.71,308.5022146335034,1,0,517.3189790729855,0,907579.5782539458,1.0
2980.23,350.6400842801495,0,3,0.0,0,796285.0291797138,1.0
2982.03,352.8199953460572,0,0,0.0,0,796285.0291797138,1.0
3023.73,286.2593440937721,0,2,0.0,0,714718.895182515,1.0
