WETH_price,gas_price_gwei,num_new_barks,num_sales_taken,incentive_amount,num_unsafe_vaults,auction_debt,avg_time_to_liquidation
3423.99,77.68416570703828,0,0,0.0,0,0.0,
3410.0,79.9537901580277,0,0,0.0,0,0.0,
3422.48,81.84025052917166,0,0,0.0,0,0.0,
3392.76,86.2484122406286,0,0,0.0,0,0.0,
3373.29,86.6671298058045,0,0,0.0,1,0.0,
3356.02,87.25602683675035,1,0,117.43170494248689,0,17431.704942486893,1.0
3330.0,88.29404221854573,0,0,0.0,1,17431.704942486893,1.0
3273.89,98.16566246901618,1,0,130.1083079054264,2,47540.012847913276,1.0
3256.96,96.05989773932254,2,0,245.89758136192822,1,93437.59420984148,1.0
3237.18,96.7031428089366,1,0,139.2011619771462,0,132638.75618698768,1.0
3182.04,107.51452783545857,0,0,0.0,1,132638.75618698768,1.0
3190.37,114.04694481637488,1,0,137.58906715112622,0,170227.8233381139,1.0
3193.4,119.0151861322317,0,0,0.0,0,170227.8233381139,1.0
3159.6,120.04348531514978,0,0,0.0,0,170227.8233381139,1.0
3173.73,128.80172443924664,0,0,0.0,0,170227.8233381139,1.0
3179.07,116.26734246597238,0,0,0.0,0,170227.8233381139,1.0
3174.53,116.6167372523883,0,0,0.0,0,170227.8233381139,1.0
3107.28,103.16889796080186,0,0,0.0,0,170227.8233381139,1.0
3119.01,114.44419871282876,0,0,0.0,0,170227.8233381139,1.0
3100.62,118.65677427988962,0,0,0.0,0,170227.8233381139,1.0
3149.46,134.11870290778785,0,1,0.0,0,152796.118395627,1.0
3138.46,142.15408772322897,0,1,0.0,0,122687.81049020062,1.0
3107.81,137.4746226093525,0,0,0.0,0,122687.81049020062,1.0
3096.08,134.83953898114558,0,0,0.0,0,122687.81049020062,1.0
3080.59,123.6424782680676,0,0,0.0,1,122687.81049020062,1.0
3011.83,152.12527973856913,0,0,0.0,6,122687.81049020062,1.0
2937.49,219.0400772954,1,0,318.0203959268207,8,340708.20641702134,1.0
2949.55,243.77132116777042,1,0,322.78151359417035,7,563489.7200111917,1.0
2915.4,383.6026538535364,0,0,0.0,7,563489.7200111917,1.0
2921.71,308.5022146335034,0,0,0.0,7,563489.7200111917,1.0
2980.23,350.6400842801495,0,0,0.0,7,563489.7200111917,1.0
2982.03,352.8199953460572,0,0,0.0,7,563489.7200111917,1.0
3023.73,286.2593440937721,0,0,0.0,5,563489.7200111917,1.0
2950.35,266.5346285621444,0,0,0.0,7,563489.7200111917,1.0
2918.86,270.30428058638563,0,0,0.0,7,563489.7200111917,1.0
2928.74,244.75362880951667,0,0,0.0,7,563489.7200111917,1.0
2995.49,234.38320391700182,0,0,0.0,6,563489.7200111917,1.0
2999.09,221.9085720265641,0,0,0.0,6,563489.7200111917,1.0
3011.99,198.0981980546613,0,0,0.0,5,563489.7200111917,1.0
2960.77,180.8457922915477,0,0,0.0,7,563489.7200111917,1.0
2957.41,172.152023488998,1,0,157.54708308615602,6,621036.8030973477,2.5555555555555554
2944.76,158.75521488995065,0,0,0.0,6,621036.8030973477,2.5555555555555554
2917.49,159.04182251948356,0,0,0.0,6,621036.8030973477,2.5555555555555554
2937.02,178.42420359523717,0,0,0.0,6,621036.8030973477,2.5555555555555554
2948.05,189.1477594798155,0,0,0.0,6,621036.8030973477,2.5555555555555554
2954.64,155.419461410817,0,0,0.0,6,621036.8030973477,2.5555555555555554
2979.01,151.7501413295527,0,0,0.0,6,621036.8030973477,2.5555555555555554
2990.92,170.83861040424745,0,0,0.0,5,621036.8030973477,2.5555555555555554
2958.31,137.4429846981385,3,0,377.0520769028686,3,698088.8800002163,7.75
2937.22,139.37535234493174,0,0,0.0,3,698088.8800002163,7.75
2951.03,122.91361286750993,3,0,357.92783387242685,0,756016.7138726432,8.733333333333333
2967.33,106.34631689455023,0,0,0.0,0,756016.7138726432,8.733333333333333
2987.91,100.75215533180749,0,0,0.0,0,756016.7138726432,8.733333333333333
2978.91,97.92866064391426,0,0,0.0,0,756016.7138726432,8.733333333333333
3002.17,102.1486981378381,0,0,0.0,0,756016.7138726432,8.733333333333333
2966.62,98.4712403297381,0,0,0.0,0,756016.7138726432,8.733333333333333
2955.28,94.6115465222096,0,0,0.0,0,756016.7138726432,8.733333333333333
2949.5,77.34221757400023,0,0,0.0,0,756016.7138726432,8.733333333333333
2937.54,85.22435103668869,0,0,0.0,0,756016.7138726432,8.733333333333333
2976.91,75.7568016824938,0,0,0.0,0,756016.7138726432,8.733333333333333
2934.32,84.19876858307256,0,0,0.0,0,756016.7138726432,8.733333333333333
2924.53,83.36988437055467,0,0,0.0,0,756016.7138726432,8.733333333333333
2910.0,80.05763347702975,0,0,0.0,1,756016.7138726432,8.733333333333333
2853.52,81.8061342266208,1,0,322.0177825353876,1,978034.4964080307,8.25
2824.02,95.7250620474159,1,0,128.06744548400505,0,1006101.9418920358,7.823529411764706
2852.91,97.44838949776047,0,0,0.0,0,1006101.9418920358,7.823529411764706
2801.07,129.87238557615515,0,0,0.0,0,1006101.9418920358,7.823529411764706
2713.87,156.48881722534196,0,0,0.0,5,1006101.9418920358,7.823529411764706
2615.68,329.47090694048694,1,0,299.2714703537651,6,1205373.412245801,7.444444444444445
2700.28,637.0261195707874,0,0,0.0,4,1205373.412245801,7.444444444444445
2635.3,632.2283951014543,0,0,0.0,5,1205373.412245801,7.444444444444445
2722.79,451.75462052582884,0,0,0.0,4,1205373.412245801,7.444444444444445
2746.23,460.1011866244739,0,0,0.0,3,1205373.412245801,7.444444444444445
