WETH_price,gas_price_gwei,num_new_barks,num_sales_taken,incentive_amount,num_unsafe_vaults,auction_debt,avg_time_to_liquidation
3423.99,77.68416570703828,0,0,0.0,0,0.0,
3410.0,79.9537901580277,0,0,0.0,1,0.0,
3422.48,81.84025052917166,1,0,512.105707872829,0,12105.707872829063,1.0
3392.76,86.2484122406286,0,0,0.0,0,12105.707872829063,1.0
3373.29,86.6671298058045,0,0,0.0,0,12105.707872829063,1.0
3356.02,87.25602683675035,0,0,0.0,0,12105.707872829063,1.0
3330.0,88.29404221854573,0,0,0.0,0,12105.707872829063,1.0
3273.89,98.16566246901618,0,0,0.0,3,12105.707872829063,1.0
3256.96,96.05989773932254,3,0,1576.0317183022044,0,88137.4261750334,1.0
3237.18,96.7031428089366,0,0,0.0,3,88137.4261750334,1.0
3182.04,107.51452783545857,3,0,1796.7991078038642,1,384936.53397889767,1.0
3190.37,114.04694481637488,1,0,511.629687229185,0,396566.2212080827,1.0
3193.4,119.0151861322317,0,0,0.0,0,396566.2212080827,1.0
3159.6,120.04348531514978,0,0,0.0,1,396566.2212080827,1.0
3173.73,128.80172443924664,1,0,523.6338098321293,0,420200.03104021196,1.0
3179.07,116.26734246597238,0,0,0.0,0,420200.03104021196,1.0
3174.53,116.6167372523883,0,0,0.0,0,420200.03104021196,1.0
3107.28,103.16889796080186,0,0,0.0,1,420200.03104021196,1.0
3119.01,114.44419871282876,1,0,745.0658341090092,0,665265.8651492212,1.0
3100.62,118.65677427988962,0,0,0.0,0,665265.8651492212,1.0
3149.46,134.11870290778785,0,0,0.0,0,665265.8651492212,1.0
3138.46,142.15408772322897,0,1,0.0,0,653160.1572763921,1.0
3107.81,137.4746226093525,0,0,0.0,0,653160.1572763921,1.0
3096.08,134.83953898114558,0,0,0.0,0,653160.1572763921,1.0
3080.59,123.6424782680676,0,0,0.0,0,653160.1572763921,1.0
3011.83,152.12527973856913,0,0,0.0,2,653160.1572763921,1.0
2937.49,219.0400772954,2,0,1050.0876664332216,5,703247.8237096136,1.0
2949.55,243.77132116777042,5,0,2805.0817085017125,0,1008329.532211326,1.0
2915.4,383.6026538535364,0,3,0.0,0,933096.0288103983,1.0
2921.71,308.5022146335034,0,0,0.0,0,933096.0288103983,1.0
2980.23,350.6400842801495,0,4,0.0,0,843347.8142366981,1.0
2982.03,352.8199953460572,0,0,0.0,0,843347.8142366981,1.0
3023.73,286.2593440937721,0,0,0.0,0,843347.8142366981,1.0
