WETH_price,gas_price_gwei,num_new_barks,num_sales_taken,incentive_amount,num_unsafe_vaults,auction_debt,avg_time_to_liquidation
3423.99,77.68416570703828,0,0,0.0,0,0.0,
3410.0,79.9537901580277,0,0,0.0,0,0.0,
3422.48,81.84025052917166,0,0,0.0,0,0.0,
3392.76,86.2484122406286,0,0,0.0,1,0.0,
3373.29,86.6671298058045,1,0,128.85361749568023,0,28853.61749568023,1.0
3356.02,87.25602683675035,0,0,0.0,0,28853.61749568023,1.0
3330.0,88.29404221854573,0,0,0.0,1,28853.61749568023,1.0
3273.89,98.16566246901618,1,0,130.68765802317876,2,59541.275518858994,1.0
3256.96,96.05989773932254,2,0,468.26447038308055,0,327805.7459019396,1.0
3237.18,96.7031428089366,0,0,0.0,0,327805.7459019396,1.0
3182.04,107.51452783545857,0,0,0.0,1,327805.7459019396,1.0
3190.37,114.04694481637488,1,0,153.8506853505719,0,381656.43125251145,1.0
3193.4,119.0151861322317,0,0,0.0,0,381656.43125251145,1.0
3159.6,120.04348531514978,0,0,0.0,2,381656.43125251145,1.0
3173.73,128.80172443924664,2,0,255.49069812997396,0,437147.1293824854,1.0
3179.07,116.26734246597238,0,0,0.0,0,437147.1293824854,1.0
3174.53,116.6167372523883,0,0,0.0,0,437147.1293824854,1.0
3107.28,103.16889796080186,0,0,0.0,3,437147.1293824854,1.0
3119.01,114.44419871282876,2,0,258.29872011506376,0,495445.8494975492,1.0
3100.62,118.65677427988962,0,0,0.0,1,495445.8494975492,1.0
3149.46,134.11870290778785,0,1,0.0,0,466592.23200186895,1.0
3138.46,142.15408772322897,0,0,0.0,0,466592.23200186895,1.0
3107.81,137.4746226093525,0,1,0.0,1,447839.7916643173,1.0
3096.08,134.83953898114558,1,0,127.3992193793661,0,475239.0110436834,1.0
3080.59,123.6424782680676,0,0,0.0,2,475239.0110436834,1.0
3011.83,152.12527973856913,1,0,139.93920201969723,3,515178.2130633806,1.0
2937.49,219.0400772954,1,0,321.6404486858541,3,736818.6617492348,1.0
2949.55,243.77132116777042,0,0,0.0,3,736818.6617492348,1.0
2915.4,383.6026538535364,0,1,0.0,5,724883.4440636076,1.0
2921.71,308.5022146335034,1,2,329.95504399001925,4,900026.3905207647,1.0
2980.23,350.6400842801495,0,0,0.0,2,900026.3905207647,1.0
2982.03,352.8199953460572,0,0,0.0,2,900026.3905207647,1.0
