WETH_price,gas_price_gwei,num_new_barks,num_sales_taken,incentive_amount,num_unsafe_vaults,auction_debt,avg_time_to_liquidation
3423.99,77.68416570703828,0,0,0.0,0,0.0,
3410.0,79.9537901580277,0,0,0.0,0,0.0,
3422.48,81.84025052917166,0,0,0.0,0,0.0,
3392.76,86.2484122406286,0,0,0.0,0,0.0,
3373.29,86.6671298058045,0,0,0.0,1,0.0,
3356.02,87.25602683675035,1,0,356.57178810034173,1,256571.7881003417,1.0
3330.0,88.29404221854573,1,0,127.49849747141552,0,284070.28557175724,1.0
3273.89,98.16566246901618,0,0,0.0,3,284070.28557175724,1.0
3256.96,96.05989773932254,3,0,462.8996734366666,1,446969.95900842384,1.0
3237.18,96.7031428089366,1,0,115.67499223002811,0,462644.95123845193,1.0
3182.04,107.51452783545857,0,0,0.0,1,462644.95123845193,1.0
3190.37,114.04694481637488,1,0,132.4986729144249,0,495143.62415287684,1.0
3193.4,119.0151861322317,0,0,0.0,0,495143.62415287684,1.0
3159.6,120.04348531514978,0,0,0.0,1,495143.62415287684,1.0
3173.73,128.80172443924664,1,0,341.09620531681037,0,736239.8294696872,1.0
3179.07,116.26734246597238,0,0,0.0,0,736239.8294696872,1.0
3174.53,116.6167372523883,0,0,0.0,0,736239.8294696872,1.0
3107.28,103.16889796080186,0,0,0.0,1,736239.8294696872,1.0
3119.01,114.44419871282876,1,0,118.3719459016698,0,754611.775371357,1.0
3100.62,118.65677427988962,0,1,0.0,0,716716.2516841466,1.0
3149.46,134.11870290778785,0,6,0.0,0,714845.896003948,1.0
3138.46,142.15408772322897,0,0,0.0,0,714845.896003948,1.0
3107.81,137.4746226093525,0,0,0.0,0,714845.896003948,1.0
3096.08,134.83953898114558,0,0,0.0,0,714845.896003948,1.0
3080.59,123.6424782680676,0,0,0.0,0,714845.896003948,1.0
3011.83,152.12527973856913,0,0,0.0,4,714845.896003948,1.0
2937.49,219.0400772954,1,0,329.3292146037542,4,944175.110607702,1.0
2949.55,243.77132116777042,0,0,0.0,4,944175.110607702,1.0
2915.4,383.6026538535364,0,1,0.0,5,873528.2522704472,1.0
2921.71,308.5022146335034,0,4,0.0,4,818348.4741836572,1.0
2980.23,350.6400842801495,0,1,0.0,3,770659.5225877045,1.0
2982.03,352.8199953460572,0,5,0.0,3,763391.9028324079,1.0
3023.73,286.2593440937721,0,0,0.0,2,763391.9028324079,1.0
