WETH_price,gas_price_gwei,num_new_barks,num_sales_taken,incentive_amount,num_unsafe_vaults,auction_debt,avg_time_to_liquidation
3423.99,77.68416570703828,0,0,0.0,0,0.0,
3410.0,79.9537901580277,0,0,0.0,0,0.0,
3422.48,81.84025052917166,0,0,0.0,0,0.0,
3392.76,86.2484122406286,0,0,0.0,0,0.0,
3373.29,86.6671298058045,0,0,0.0,2,0.0,
3356.02,87.25602683675035,2,0,1280.3885630500286,1,280388.5630500285,1.0
3330.0,88.29404221854573,1,0,526.4568557538114,1,306845.41880383994,1.0
3273.89,98.16566246901618,1,0,521.1465946318065,2,327992.01343564637,1.0
3256.96,96.05989773932254,2,0,1081.5868170330073,0,409578.8304686537,1.0
3237.18,96.7031428089366,0,0,0.0,1,409578.8304686537,1.0
3182.04,107.51452783545857,1,0,528.7155294388929,0,438294.3599075466,1.0
3190.37,114.04694481637488,0,0,0.0,0,438294.3599075466,1.0
3193.4,119.0151861322317,0,0,0.0,0,438294.3599075466,1.0
3159.6,120.04348531514978,0,0,0.0,1,438294.3599075466,1.0
3173.73,128.80172443924664,1,0,522.8233116355788,0,461117.6715431254,1.0
3179.07,116.26734246597238,0,4,0.0,0,336625.81551638123,1.0
3174.53,116.6167372523883,0,0,0.0,0,336625.81551638123,1.0
3107.28,103.16889796080186,0,0,0.0,3,336625.81551638123,1.0
3119.01,114.44419871282876,2,0,1045.219031487081,0,381844.8470034623,1.0
3100.62,118.65677427988962,0,0,0.0,1,381844.8470034623,1.0
3149.46,134.11870290778785,1,0,542.3064554495973,0,424151.3024530596,1.0
3138.46,142.15408772322897,0,0,0.0,0,424151.3024530596,1.0
3107.81,137.4746226093525,0,0,0.0,0,424151.3024530596,1.0
3096.08,134.83953898114558,0,1,0.0,1,387050.1174013414,1.0
3080.59,123.6424782680676,1,2,527.1428050121947,2,399777.6508632344,1.0
3011.83,152.12527973856913,2,0,1031.671744935301,1,431449.3957985354,1.0
2937.49,219.0400772954,1,0,523.7557585873857,4,455205.15438592114,1.0
2949.55,243.77132116777042,3,1,1760.4181527457408,0,672896.5171378792,1.0
2915.4,383.6026538535364,0,0,0.0,2,672896.5171378792,1.0
2921.71,308.5022146335034,2,1,1247.6067764642758,0,920272.0001596607,1.0
2980.23,350.6400842801495,0,0,0.0,0,920272.0001596607,1.0
2982.03,352.8199953460572,0,0,0.0,0,920272.0001596607,1.0
