WETH_price,gas_price_gwei,num_new_barks,num_sales_taken,incentive_amount,num_unsafe_vaults,auction_debt,avg_time_to_liquidation
3423.99,77.68416570703828,0,0,0.0,0,0.0,
3410.0,79.9537901580277,0,0,0.0,0,0.0,
3422.48,81.84025052917166,0,0,0.0,0,0.0,
3392.76,86.2484122406286,0,0,0.0,0,0.0,
3373.29,86.6671298058045,0,0,0.0,2,0.0,
3356.02,87.25602683675035,2,0,2057.2817047703975,0,57281.70477039736,1.0
3330.0,88.29404221854573,0,0,0.0,1,57281.70477039736,1.0
3273.89,98.16566246901618,1,0,1027.282824048093,2,84564.52881849039,1.0
3256.96,96.05989773932254,2,0,2275.7514350983092,2,360315.9639167995,1.0
3237.18,96.7031428089366,2,0,2054.459465931323,1,414775.42984812264,1.0
3182.04,107.51452783545857,1,0,1022.766144929974,2,437541.5747780966,1.0
3190.37,114.04694481637488,2,0,2085.3960968055335,0,522937.6715836301,1.0
3193.4,119.0151861322317,0,0,0.0,0,522937.6715836301,1.0
3159.6,120.04348531514978,0,0,0.0,3,522937.6715836301,1.0
3173.73,128.80172443924664,3,0,3078.628834287418,0,601566.5058710482,1.0
3179.07,116.26734246597238,0,0,0.0,0,601566.5058710482,1.0
3174.53,116.6167372523883,0,3,0.0,0,522228.18508982036,1.0
3107.28,103.16889796080186,0,0,0.0,3,522228.18508982036,1.0
3119.01,114.44419871282876,3,0,3303.9565336427936,0,826184.7187326137,1.0
3100.62,118.65677427988962,0,0,0.0,0,826184.7187326137,1.0
3149.46,134.11870290778785,0,0,0.0,0,826184.7187326137,1.0
3138.46,142.15408772322897,0,0,0.0,0,826184.7187326137,1.0
3107.81,137.4746226093525,0,0,0.0,0,826184.7187326137,1.0
3096.08,134.83953898114558,0,0,0.0,1,826184.7187326137,1.0
3080.59,123.6424782680676,1,0,1017.3679741076309,0,843552.6928402446,1.0
3011.83,152.12527973856913,0,0,0.0,1,843552.6928402446,1.0
2937.49,219.0400772954,1,0,1036.4328533478415,4,879985.546188086,1.0
2949.55,243.77132116777042,4,1,4297.811156683705,0,1172570.4948345288,1.0
2915.4,383.6026538535364,0,0,0.0,0,1172570.4948345288,1.0
2921.71,308.5022146335034,0,0,0.0,0,1172570.4948345288,1.0
2980.23,350.6400842801495,0,0,0.0,0,1172570.4948345288,1.0
2982.03,352.8199953460572,0,0,0.0,0,1172570.4948345288,1.0
