WETH_price,gas_price_gwei,num_new_barks,num_sales_taken,incentive_amount,num_unsafe_vaults,auction_debt,avg_time_to_liquidation
3423.99,77.68416570703828,0,0,0.0,0,0.0,
3410.0,79.9537901580277,0,0,0.0,0,0.0,
3422.48,81.84025052917166,0,0,0.0,0,0.0,
3392.76,86.2484122406286,0,0,0.0,0,0.0,
3373.29,86.6671298058045,0,0,0.0,1,0.0,
3356.02,87.25602683675035,1,0,2632.353295114191,0,253235.32951141908,1.0
3330.0,88.29404221854573,0,0,0.0,0,253235.32951141908,1.0
3273.89,98.16566246901618,0,0,0.0,3,253235.32951141908,1.0
3256.96,96.05989773932254,3,0,1178.9176709302997,1,341127.0966044491,1.0
3237.18,96.7031428089366,1,0,345.83399999410307,0,365710.49660385936,1.0
3182.04,107.51452783545857,0,0,0.0,2,365710.49660385936,1.0
3190.37,114.04694481637488,2,0,659.8676320610749,0,411697.2598099669,1.0
3193.4,119.0151861322317,0,0,0.0,0,411697.2598099669,1.0
3159.6,120.04348531514978,0,0,0.0,1,411697.2598099669,1.0
3173.73,128.80172443924664,1,0,259.09755568212717,0,427607.0153781796,1.0
3179.07,116.26734246597238,0,0,0.0,0,427607.0153781796,1.0
3174.53,116.6167372523883,0,0,0.0,0,427607.0153781796,1.0
3107.28,103.16889796080186,0,0,0.0,1,427607.0153781796,1.0
3119.01,114.44419871282876,1,0,386.36350746459345,0,456243.36612463894,1.0
3100.62,118.65677427988962,0,0,0.0,0,456243.36612463894,1.0
3149.46,134.11870290778785,0,0,0.0,0,456243.36612463894,1.0
3138.46,142.15408772322897,0,1,0.0,0,442835.2699167649,1.0
3107.81,137.4746226093525,0,0,0.0,0,442835.2699167649,1.0
3096.08,134.83953898114558,0,0,0.0,0,442835.2699167649,1.0
3080.59,123.6424782680676,0,1,0.0,1,404006.88993071055,1.0
3011.83,152.12527973856913,1,0,362.57916806012827,0,430264.80673672335,1.0
2937.49,219.0400772954,0,0,0.0,2,430264.80673672335,1.0
2949.55,243.77132116777042,1,0,280.5143915453136,0,448316.2458912547,1.0
2915.4,383.6026538535364,0,0,0.0,2,448316.2458912547,1.0
2921.71,308.5022146335034,2,0,662.0881036195875,0,494525.05625321344,1.0
2980.23,350.6400842801495,0,1,0.0,0,458198.0287500535,1.0
2982.03,352.8199953460572,0,1,0.0,0,457909.926580978,1.0
3023.73,286.2593440937721,0,0,0.0,0,457909.926580978,1.0
