WETH_price,gas_price_gwei,num_new_barks,num_sales_taken,incentive_amount,num_unsafe_vaults,auction_debt,avg_time_to_liquidation
3423.99,77.68416570703828,0,0,0.0,0,0.0,
3410.0,79.9537901580277,0,0,0.0,0,0.0,
3422.48,81.84025052917166,0,0,0.0,0,0.0,
3392.76,86.2484122406286,0,0,0.0,0,0.0,
3373.29,86.6671298058045,0,0,0.0,0,0.0,
3356.02,87.25602683675035,0,0,0.0,1,0.0,
3330.0,88.29404221854573,1,0,356.580641344652,1,256580.64134465202,1.0
3273.89,98.16566246901618,1,0,152.7584744165212,2,309339.1157611732,1.0
3256.96,96.05989773932254,2,0,235.84934194931031,0,345188.4577104835,1.0
3237.18,96.7031428089366,0,0,0.0,0,345188.4577104835,1.0
3182.04,107.51452783545857,0,0,0.0,1,345188.4577104835,1.0
3190.37,114.04694481637488,1,0,127.68243629545091,0,372870.8940059344,1.0
3193.4,119.0151861322317,0,0,0.0,0,372870.8940059344,1.0
3159.6,120.04348531514978,0,0,0.0,1,372870.8940059344,1.0
3173.73,128.80172443924664,0,0,0.0,0,372870.8940059344,1.0
3179.07,116.26734246597238,0,0,0.0,0,372870.8940059344,1.0
3174.53,116.6167372523883,0,0,0.0,0,372870.8940059344,1.0
3107.28,103.16889796080186,0,0,0.0,3,372870.8940059344,1.0
3119.01,114.44419871282876,3,0,583.4600856874371,0,656330.9796933716,1.0
3100.62,118.65677427988962,0,0,0.0,0,656330.9796933716,1.0
3149.46,134.11870290778785,0,0,0.0,0,656330.9796933716,1.0
3138.46,142.15408772322897,0,2,0.0,0,529272.6561140761,1.0
3107.81,137.4746226093525,0,0,0.0,0,529272.6561140761,1.0
3096.08,134.83953898114558,0,1,0.0,1,516686.99013351667,1.0
3080.59,123.6424782680676,1,2,131.32035241455645,1,450353.2771835362,1.0
3011.83,152.12527973856913,0,0,0.0,7,450353.2771835362,1.0
2937.49,219.0400772954,0,0,0.0,12,450353.2771835362,1.0
2949.55,243.77132116777042,1,0,328.805362152117,9,679158.6393356533,1.0
2915.4,383.6026538535364,0,0,0.0,13,679158.6393356533,1.0
2921.71,308.5022146335034,1,1,316.0765373493113,11,865350.1748432727,1.0
2980.23,350.6400842801495,0,0,0.0,9,865350.1748432727,1.0
2982.03,352.8199953460572,0,0,0.0,9,865350.1748432727,1.0
3023.73,286.2593440937721,0,0,0.0,6,865350.1748432727,1.0
