WETH_price,gas_price_gwei,num_new_barks,num_sales_taken,incentive_amount,num_unsafe_vaults,auction_debt,avg_time_to_liquidation
3423.99,77.68416570703828,0,0,0.0,0,0.0,
3410.0,79.9537901580277,0,0,0.0,0,0.0,
3422.48,81.84025052917166,0,0,0.0,0,0.0,
3392.76,86.2484122406286,0,0,0.0,1,0.0,
3373.29,86.6671298058045,1,0,126.00494072973929,1,26004.94072973929,1.0
3356.02,87.25602683675035,1,0,120.38033995622881,2,46385.2806859681,1.0
3330.0,88.29404221854573,2,0,318.7856105275365,0,165170.89121350457,1.0
3273.89,98.16566246901618,0,0,0.0,1,165170.89121350457,1.0
3256.96,96.05989773932254,1,0,126.14213448203218,0,191313.02569553675,1.0
3237.18,96.7031428089366,0,0,0.0,0,191313.02569553675,1.0
3182.04,107.51452783545857,0,0,0.0,0,191313.02569553675,1.0
3190.37,114.04694481637488,0,0,0.0,0,191313.02569553675,1.0
3193.4,119.0151861322317,0,0,0.0,0,191313.02569553675,1.0
3159.6,120.04348531514978,0,0,0.0,1,191313.02569553675,1.0
3173.73,128.80172443924664,1,0,333.2593317776895,0,424572.35747322626,1.0
3179.07,116.26734246597238,0,0,0.0,0,424572.35747322626,1.0
3174.53,116.6167372523883,0,0,0.0,0,424572.35747322626,1.0
3107.28,103.16889796080186,0,0,0.0,3,424572.35747322626,1.0
3119.01,114.44419871282876,3,1,595.2917635255552,0,693859.1802690421,1.0
3100.62,118.65677427988962,0,1,0.0,0,673478.8403128133,1.0
3149.46,134.11870290778785,0,3,0.0,0,586408.520908062,1.0
3138.46,142.15408772322897,0,0,0.0,0,586408.520908062,1.0
3107.81,137.4746226093525,0,0,0.0,0,586408.520908062,1.0
3096.08,134.83953898114558,0,0,0.0,0,586408.520908062,1.0
3080.59,123.6424782680676,0,1,0.0,1,554434.2688402416,1.0
3011.83,152.12527973856913,1,0,330.1362377395246,2,784570.5065797662,1.0
2937.49,219.0400772954,1,0,331.95734057074714,3,1016527.8471505133,1.0
2949.55,243.77132116777042,0,1,0.0,3,991443.4510058733,1.0
2915.4,383.6026538535364,0,1,0.0,5,990644.6736135164,1.0
2921.71,308.5022146335034,1,0,316.1238247481623,4,1206768.4983616786,1.0
2980.23,350.6400842801495,0,0,0.0,3,1206768.4983616786,1.0
2982.03,352.8199953460572,0,0,0.0,3,1206768.4983616786,1.0
